ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.340690793999702,0.2591947107258852,-0.1394708713751093,0.1124148455832689,0.8389734345310407,1.708954233030653,-1.1806505657521278,1.2734450927017458,-1.2862975839507311,0
-2.1108182080945195,-2.036413665036936,-0.385986649553349,-0.3076937081044106,-4.94525472965751,2.062574999579364,0.2705972398730423,-0.6224932459627969,0.6842178911400506,0
0.6388384174688723,0.8476648329496834,-0.2400473367970158,1.3605938595071565,-1.0196087267606804,-0.0940321147642362,0.7811168574507188,0.0014716151408761,-1.1673654621705245,0
-4.442061958980134,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.572835854548316,-0.4557450512524159,-0.4773533816426017,-0.7709083775445243,-0.4764660749430315,0
0.56067032429011,0.6790563989266257,-0.3702919790766406,0.6242612504008946,1.3999501012670472,-0.7685379619609984,0.072793353766978,0.6238784179409052,0.0575856110728098,0
4.062435204674526,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.8297804159376854,-0.5747096045886809,1.5375949966441518,0.6253676422873496,0.5731245042031655,0
0.2606204739880197,0.273020725712871,0.7270153287212616,-1.2949602033948382,3.5561472801941467,0.2281876933048437,-0.3194584964177501,0.2413937960867524,1.0388751774945033,0
-0.0181983055142718,0.4465406809721418,1.0227296175073868,1.8779618350912088,-3.3004912684083556,-1.3743530439870406,1.84784924713038,-0.6025501772470733,0.3865908985627719,0
1.1886011987038867,2.5243595431497297,-0.2912771410822584,-0.5799411491685054,-1.7347218106175928,0.0648282060196556,-0.4221148599998181,-0.1592252286252519,-1.961774432313836,0
3.532587163988684,0.9449671594083828,0.0332459405273844,2.029032938468787,-4.94525472965751,1.5915385060582368,0.6187833269673936,-1.2993410616041914,0.2135644149806689,0
-1.1662607932733606,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.1649852644585313,0.1243765431437709,-0.0289957634814877,-0.4044429177657117,1.9127707260379927,0
-1.993884882272442,0.016235889479908,-0.0965632466938058,-0.0795816054216493,-0.08248112542881064,0.2261277221679795,0.7026311590573295,1.4707382117888983,0.7199320168971386,0
4.340690793999702,-1.539215552206765,-1.0025007282648513,0.4954172980659065,-0.7190252072775345,-1.574207709628831,-0.4702559856561749,-1.042481796398084,0.0488103927253265,0
1.3607187719558431,2.1308614472131544,0.4960370932708653,0.3650308870217896,1.487947033008885,-0.7638124567115474,-1.1899720643728935,-0.8278240971354782,0.0317560472439284,0
-1.5749194212925839,-1.4666710807151058,-0.7779740201289073,1.2158853451651686,-0.6463397213915046,1.702718617683211,0.6904238512381073,-0.8483650244137146,2.654743342261331,0
1.7218557938800745,-0.1707352590388477,-0.2664695023803944,-0.2304309422585563,-0.7785678731093211,0.3295452909669149,0.7903079162542099,-1.1942759602713469,-1.4217171986792454,0
-4.442061958980134,1.09235701732127,-0.8243064531698892,-1.0407612753723685,2.146888664870956,-0.5224908445312311,-0.6403424144091779,1.2171614023412798,1.3615667470989186,0
-0.9176283427360902,3.2811333826435147,-0.539750417273482,-0.6451638764716925,-4.94525472965751,-0.3308126838338285,-0.610694711843774,0.9394208101443392,-1.371638570627303,0
2.081163445961028,-1.6096176022941904,-0.2363139481607831,-0.7780443254527556,-1.0725996246244305,0.0114532980545331,2.474537599379232,-0.8206691426556065,-1.357519011265859,0
